# time(s)	globalX	globalY	globalZ	magX	magY	magZ	gyroAngle	pitch	floorLabel
60.84	-0.6457	0.2873	-0.3971	18.43	-4.72	-39.28	80.21	-5.67	down
60.86	0.6055	0.0715	-1.1135	20.03	-6.23	-38.90	80.20	-5.44	down
60.88	-0.1276	-0.1626	-1.7326	20.40	-5.99	-40.26	80.25	-9.40	down
60.90	0.0423	-0.0445	-2.4519	21.09	-4.25	-41.03	80.32	-11.02	down
60.92	0.1714	-0.0014	-2.8343	19.43	-6.36	-41.46	80.31	-6.74	down
60.94	0.2178	0.0652	-3.1917	20.19	-6.33	-39.07	80.36	-4.74	down
60.96	0.0822	0.3329	-3.3333	20.16	-4.99	-41.14	80.41	-3.98	down
60.98	0.2992	0.0816	-3.2729	19.87	-4.87	-39.63	80.44	-3.39	down
61.00	0.1557	-0.4208	-3.1793	19.93	-4.62	-39.22	80.53	-5.89	down
61.02	0.5283	-0.1687	-3.1415	19.15	-5.44	-40.50	80.51	-7.79	down
61.04	0.1567	0.0498	-2.6566	20.28	-4.08	-40.17	80.50	-7.01	down
61.06	0.5894	0.3372	-1.9237	20.20	-5.86	-39.00	80.47	-10.73	down
61.08	0.2703	0.3894	-1.2739	19.56	-4.37	-40.81	80.51	-9.05	down
61.10	-0.5417	0.5324	-0.6094	20.67	-4.79	-40.91	80.51	-7.16	down
61.12	0.7833	0.0392	0.2850	21.03	-4.40	-40.23	80.48	-7.80	down
61.14	-0.1723	0.2290	1.0521	20.68	-3.82	-38.72	80.58	-6.72	down
61.16	0.4487	-0.4363	1.7373	18.96	-5.46	-38.39	80.68	-11.12	down
61.18	0.0080	0.1290	2.4119	20.10	-5.66	-40.10	80.67	-10.45	down
61.20	0.3183	-0.3226	3.1319	19.09	-6.69	-40.71	80.61	-4.67	down
61.22	-0.2065	-0.0188	3.3304	20.10	-7.02	-38.94	80.71	-9.50	down
61.24	0.1877	0.9090	3.8484	19.09	-5.18	-41.67	80.75	-9.03	down
61.26	-0.0760	0.0911	3.5032	21.28	-5.11	-39.75	80.78	-6.71	down
61.28	0.4737	-0.2591	3.2570	20.78	-6.09	-40.04	80.79	-9.79	down
61.30	0.1316	0.1223	2.9558	21.15	-5.87	-38.71	80.76	-3.68	down
61.32	0.2808	-0.1551	2.4977	21.05	-3.48	-38.60	80.75	-10.77	down
61.34	-0.6492	-0.2882	1.9034	19.73	-4.12	-40.94	80.79	-7.00	down
61.36	-0.0257	0.6309	1.4348	19.57	-6.26	-39.83	80.78	-9.25	down
61.38	0.1232	0.3200	0.2245	21.74	-5.44	-40.57	80.81	-6.53	down
61.40	0.0671	0.1037	-0.3098	19.83	-4.59	-40.29	80.82	-8.49	down
61.42	0.2883	-0.1175	-1.1751	18.65	-5.63	-39.38	80.78	-7.07	down
61.44	-0.1098	-0.0932	-2.1480	21.01	-5.81	-40.33	80.87	-3.34	down
61.46	0.0146	0.4627	-2.4055	20.14	-5.34	-39.81	80.91	-9.06	down
61.48	0.3544	0.0920	-2.8112	21.51	-3.91	-39.04	80.94	-9.09	down
61.50	-0.6836	-0.9248	-3.4573	20.24	-3.82	-38.48	80.97	-7.95	down
61.52	0.1768	0.7263	-3.4878	19.98	-5.74	-39.71	80.89	-2.58	down
61.54	-0.1002	0.0549	-3.7254	21.53	-4.54	-39.88	80.88	-7.27	down
61.56	-0.2737	0.1030	-3.4590	18.46	-5.01	-41.11	80.81	-3.30	down
61.58	0.1010	0.3260	-2.7499	19.41	-6.01	-38.41	80.83	-7.53	down
61.60	0.3682	0.1396	-2.4659	19.11	-5.30	-39.50	80.85	-3.43	down
61.62	0.3117	0.2241	-1.9290	17.80	-6.26	-39.86	80.87	-5.78	down
61.64	-0.0405	-0.1271	-1.0052	20.87	-3.84	-39.91	80.94	-5.34	down
61.66	0.2627	-0.3689	-0.3420	19.44	-3.45	-39.64	80.87	-11.31	down
61.68	0.2604	0.0841	0.4552	20.91	-5.41	-39.23	80.84	-11.75	down
61.70	-0.0262	0.4295	1.3993	20.39	-5.65	-39.10	80.87	-3.79	down
61.72	-0.2079	-0.1943	1.8112	20.61	-3.95	-38.39	80.90	-3.83	down
61.74	-0.1906	-0.2184	2.4455	19.54	-3.78	-39.76	80.84	0.26	down
61.76	0.2514	0.3663	3.0688	19.24	-6.11	-38.25	80.91	-11.46	down
61.78	-0.0126	-0.1372	3.5002	20.09	-5.15	-38.94	81.00	-5.54	down
61.80	-0.3139	-0.1232	3.6788	20.92	-5.06	-40.06	81.03	-10.07	down
61.82	-0.5055	-0.1119	3.3536	19.95	-5.77	-41.67	80.96	-9.22	down
61.84	0.2495	-0.0195	3.3784	19.30	-4.61	-39.91	80.98	-8.51	down
61.86	-0.1640	-0.4721	2.7396	18.80	-5.70	-38.44	81.00	-5.85	down
61.88	0.0991	-0.1618	2.6050	20.20	-5.54	-40.78	81.00	-8.99	down
61.90	0.3719	0.0691	1.5161	19.45	-5.10	-39.92	81.08	-6.90	down
61.92	-0.3927	0.0670	1.1546	19.93	-6.49	-39.83	81.08	-4.50	down
61.94	-0.0135	0.3474	0.0774	19.76	-7.06	-39.06	81.20	-3.62	down
61.96	-0.0512	0.5518	-0.3106	19.56	-4.08	-40.39	81.25	-4.92	down
61.98	0.1139	0.4537	-1.2811	20.29	-5.74	-40.87	81.27	-5.64	down
62.00	0.3717	0.2744	-2.2097	20.55	-2.87	-39.43	81.32	-7.42	down
62.02	-0.3988	-0.0446	-2.7182	21.97	-3.03	-40.74	81.41	-8.71	down
62.04	0.1709	-0.1869	-2.9708	20.76	-5.51	-41.84	81.47	-5.38	down
62.06	0.3095	0.0054	-3.2209	21.59	-2.66	-38.16	81.47	-10.15	down
62.08	-0.0559	0.1757	-3.5081	19.18	-4.06	-39.07	81.45	-6.64	down
62.10	-0.0412	0.2466	-3.4313	18.40	-5.65	-38.12	81.40	-10.23	down
62.12	0.1255	0.1869	-3.0896	19.99	-7.58	-39.13	81.29	-7.12	down
62.14	0.1034	-0.0364	-2.7857	20.86	-4.31	-39.32	81.31	-10.16	down
62.16	0.1747	0.2361	-2.4587	20.70	-4.97	-39.63	81.30	-8.20	down
62.18	0.1684	0.3783	-1.7305	21.21	-4.57	-40.19	81.29	-9.03	down
62.20	-0.2946	0.2640	-0.8351	17.46	-5.23	-39.49	81.35	-9.39	down
62.22	0.2971	-0.0096	0.0944	21.25	-6.14	-40.55	81.36	-7.26	down
62.24	0.3500	-0.2502	0.9414	20.34	-5.43	-41.07	81.46	-14.27	down
62.26	0.0558	-0.2573	1.5672	18.46	-4.29	-40.33	81.44	-12.41	down
62.28	-0.4482	-0.2044	2.1708	20.72	-5.35	-38.71	81.40	-4.59	down
62.30	-0.0344	0.0771	2.8091	20.17	-5.36	-41.23	81.35	-6.56	down
62.32	0.0583	0.1559	3.0284	20.38	-6.52	-41.22	81.39	-9.17	down
62.34	-0.3434	-0.4244	3.3777	21.00	-4.91	-39.41	81.46	-4.08	down
62.36	-0.1080	-0.1512	3.3761	20.43	-6.11	-40.42	81.44	-8.92	down
62.38	-0.4228	0.0730	3.2331	18.53	-4.08	-39.51	81.40	-8.74	down
62.40	0.1822	-0.2699	3.2169	19.86	-5.73	-39.01	81.48	-9.35	down
62.42	0.0498	0.1302	2.7798	18.38	-5.30	-39.54	81.42	-1.28	down
62.44	-0.4937	-0.0922	2.3001	20.65	-2.84	-40.63	81.48	-6.29	down
62.46	0.1054	-0.2170	1.6118	21.40	-5.31	-38.72	81.46	-6.41	down
62.48	-0.0170	0.0160	0.8213	18.76	-5.44	-39.26	81.49	-5.60	down
62.50	0.1549	0.1177	0.0835	19.33	-4.41	-39.97	81.55	-12.56	down
62.52	-0.1175	-0.2546	-0.7914	19.12	-6.79	-40.02	81.59	-8.78	down
62.54	-0.2404	-0.0728	-1.4680	19.55	-3.75	-39.63	81.58	-5.64	down
62.56	-0.2313	0.1403	-2.3058	20.41	-4.01	-40.31	81.66	-7.01	down
62.58	-0.1615	-0.2286	-2.6966	19.56	-4.48	-41.63	81.69	-0.38	down
62.60	0.0056	-0.4973	-3.0666	20.65	-8.38	-39.25	81.88	-8.61	down
62.62	0.0444	-0.4610	-3.5209	21.07	-5.26	-39.31	81.80	-4.17	down
62.64	-0.0572	-0.1254	-3.4919	21.10	-6.27	-42.30	81.73	-4.58	down
62.66	-0.1270	-0.3955	-3.4943	18.88	-3.88	-39.49	81.79	-6.57	down
62.68	-0.1054	-0.1043	-3.2074	21.39	-3.95	-38.24	81.80	-6.03	down
62.70	0.7523	0.4995	-2.8655	21.47	-4.61	-41.13	81.84	-7.87	down
62.72	-0.2312	-0.4136	-1.9379	21.55	-6.20	-40.07	81.80	-12.92	down
62.74	-0.1674	-0.0848	-1.2905	19.84	-3.51	-40.18	81.81	-5.95	down
62.76	0.9882	0.6397	-0.6184	19.25	-5.26	-38.34	81.84	-5.71	down
62.78	0.1263	0.1224	0.3838	19.02	-3.19	-38.88	81.83	-5.24	down
62.80	-0.4140	-0.1103	0.8420	18.90	-4.73	-40.88	81.85	-6.81	down
62.82	0.2528	-0.0471	2.0633	20.01	-4.49	-39.66	81.79	-4.09	down
62.84	-0.2730	0.1288	2.2306	20.85	-5.46	-37.70	81.82	-9.60	down
62.86	0.2727	0.5087	2.8438	21.31	-3.59	-40.62	81.90	-2.59	down
62.88	-0.0633	-0.1593	3.1437	19.51	-4.39	-40.01	81.85	-9.96	down
62.90	-0.1319	-0.2273	3.4939	19.96	-3.56	-39.49	81.79	-7.32	down
62.92	0.4827	-0.4136	3.6229	19.90	-4.82	-40.61	81.86	-4.96	down
62.94	0.1699	0.0309	3.3617	19.36	-5.05	-38.24	81.81	-8.54	down
62.96	0.2919	-0.4217	3.3545	20.74	-4.40	-40.47	81.86	-4.75	down
62.98	0.1305	-0.1391	2.6758	20.36	-3.56	-41.39	81.87	-8.03	down
63.00	-0.1333	-0.2726	2.0978	20.14	-3.98	-40.52	81.86	-6.65	down
63.02	0.1834	0.3222	1.2335	20.36	-4.86	-39.35	81.94	-7.54	down
63.04	0.3628	-0.1525	0.6754	20.62	-6.86	-40.80	82.00	-8.73	down
63.06	0.0404	0.1191	-0.1960	20.61	-4.19	-39.70	82.02	-0.25	down
63.08	0.5405	-0.4812	-1.0466	19.16	-6.44	-39.44	81.92	-9.52	down
63.10	0.2551	0.0395	-1.8026	20.90	-4.96	-41.21	81.97	-13.86	down
63.12	0.0636	-0.3609	-1.9303	20.26	-5.12	-40.56	81.92	-9.41	down
63.14	0.0754	-0.1277	-2.8967	19.57	-6.42	-39.65	81.92	-6.61	down
63.16	0.0412	0.6634	-3.4563	20.23	-4.63	-39.30	81.93	-8.13	down
63.18	-0.3754	0.2797	-3.5581	20.34	-2.85	-40.54	82.04	-3.94	down
63.20	-0.0270	-0.0385	-3.5008	21.08	-5.31	-39.85	82.03	-4.05	down
63.22	0.0664	0.9597	-3.2728	18.95	-4.23	-40.28	81.97	-7.96	down
63.24	-0.1248	-0.2746	-2.9624	21.32	-2.64	-39.27	82.06	-12.05	down
63.26	0.1013	0.3496	-2.4798	20.02	-4.14	-39.48	82.10	-10.85	down
63.28	0.0064	-0.4598	-2.0822	19.49	-5.64	-40.37	82.15	-7.10	down
63.30	0.2321	-0.0732	-1.2374	19.46	-4.76	-39.52	82.23	-11.69	down
63.32	0.1989	-0.4043	-0.6572	19.00	-4.52	-40.41	82.33	-8.10	down
63.34	0.0501	0.0772	0.1707	18.26	-3.57	-39.54	82.29	-2.74	down
63.36	-0.4102	0.0168	0.9020	20.68	-3.79	-39.53	82.23	-5.97	down
63.38	0.5372	-0.0923	1.5844	21.98	-7.77	-37.63	82.29	-6.86	down
63.40	-0.0426	0.3276	2.5555	18.38	-5.86	-40.34	82.28	-10.12	down
63.42	-0.0243	-0.1701	3.0104	19.05	-5.07	-40.14	82.28	-6.45	down
63.44	-0.1028	0.0981	3.4167	20.75	-6.02	-40.65	82.24	-7.78	down
63.46	-0.1465	0.2462	3.4725	19.95	-8.70	-41.03	82.28	-6.28	down
63.48	0.4632	-0.4450	3.6030	20.83	-5.73	-40.46	82.31	-4.82	down
63.50	0.4158	-0.2245	3.0645	19.90	-5.00	-39.33	82.31	-4.31	down
63.52	0.1333	0.0162	3.1308	19.42	-5.53	-39.26	82.25	-6.61	down
63.54	-0.0323	0.1890	2.5476	19.77	-6.00	-39.70	82.32	-5.46	down
63.56	0.1857	0.4264	2.0064	17.62	-4.96	-40.30	82.34	-8.54	down
63.58	0.0221	-0.0648	1.2633	18.86	-4.66	-40.49	82.41	-3.60	down
63.60	-0.0571	-0.0949	0.2906	20.95	-5.47	-40.92	82.31	-9.66	down
63.62	0.1014	-0.2618	-0.5760	21.19	-3.63	-40.56	82.32	-7.62	down
63.64	-0.1323	0.0990	-1.2301	21.41	-4.94	-41.30	82.30	-3.29	down
63.66	0.0757	-0.0891	-1.7534	20.44	-5.87	-38.64	82.31	-8.44	down
63.68	0.0613	-0.0822	-2.3558	17.74	-6.12	-38.16	82.36	-11.02	down
63.70	0.1809	-0.0282	-3.1603	19.36	-5.21	-41.94	82.39	-8.23	down
63.72	-0.1857	0.1655	-3.4476	21.32	-3.89	-39.71	82.40	-2.82	down
63.74	0.2130	-0.1691	-3.5861	21.62	-5.82	-39.73	82.41	-13.81	down
63.76	-0.2719	-0.2316	-3.5312	21.36	-4.40	-39.79	82.35	-6.69	down
63.78	-0.1718	0.1295	-3.5048	19.76	-4.91	-40.59	82.31	-8.90	down
63.80	-0.1587	-0.9077	-3.1685	18.69	-3.01	-38.98	82.38	-7.50	down
63.82	-0.3216	-0.1811	-2.5826	19.96	-4.61	-39.59	82.36	-8.05	down
63.84	0.3047	-0.3454	-1.8252	20.01	-5.70	-38.97	82.43	-4.12	down
63.86	-0.2907	0.3610	-1.3004	21.57	-4.26	-40.74	82.48	-6.84	down
63.88	-0.2097	-0.1323	-0.3686	20.23	-4.23	-41.38	82.53	-3.97	down
63.90	0.3766	-0.1682	0.5974	20.02	-5.40	-39.57	82.56	-3.15	down
63.92	-0.1712	-0.0146	1.0110	20.07	-6.16	-40.96	82.54	-6.91	down
63.94	-0.0564	-0.1786	1.8814	20.40	-4.46	-38.95	82.55	-8.08	down
63.96	-0.3036	-0.1208	2.6748	20.63	-4.94	-42.13	82.59	-5.87	down
63.98	0.2499	0.0291	2.9386	19.28	-6.52	-40.47	82.49	-5.29	down
64.00	0.2540	-0.1266	3.2426	18.94	-4.75	-40.62	82.56	-10.46	down
64.02	0.2217	-0.1288	3.6610	21.37	-5.64	-40.33	82.55	-6.29	down
64.04	0.1613	-0.3030	3.4207	18.36	-6.52	-39.74	82.55	-7.76	down
64.06	0.0221	-0.3461	3.4358	21.64	-5.35	-39.60	82.56	-8.26	down
64.08	-0.1573	0.0182	2.9714	18.09	-3.72	-39.36	82.57	-9.07	down
64.10	-0.2445	0.0920	2.3445	19.42	-3.79	-39.25	82.51	-8.88	down
64.12	0.3870	-0.4284	1.8346	20.97	-4.05	-40.17	82.53	-3.23	down
64.14	0.2294	0.2280	1.0877	20.00	-4.73	-37.89	82.57	-8.09	down
64.16	-0.2080	0.2292	0.4168	18.68	-4.40	-38.61	82.47	-3.57	down
64.18	0.0119	0.2924	-0.6080	20.43	-4.90	-40.31	82.42	-6.61	down
64.20	-0.0900	0.0900	-1.2823	20.07	-6.11	-40.14	82.47	-10.40	down
64.22	-0.3385	0.1911	-1.9947	19.78	-5.91	-40.33	82.52	-6.43	down
64.24	0.0533	0.6555	-2.4757	19.38	-5.61	-39.64	82.54	-10.56	down
64.26	-0.1246	-0.0905	-3.1994	19.97	-3.60	-40.97	82.52	-5.18	down
64.28	-0.2858	-0.3137	-3.2023	19.42	-3.92	-40.79	82.56	-7.62	down
64.30	-0.4437	-0.4602	-3.4231	22.43	-6.08	-42.17	82.51	-4.43	down
64.32	-0.4691	0.5267	-3.6509	19.76	-4.95	-40.40	82.52	-2.70	down
64.34	-0.1114	0.5306	-3.0565	19.63	-5.40	-38.94	82.46	-12.21	down
64.36	-0.0255	-0.2774	-2.5221	19.46	-5.16	-40.15	82.46	-8.38	down
64.38	-0.2626	-0.2182	-2.1808	21.78	-5.54	-40.10	82.42	-10.63	down
64.40	0.1952	-0.0972	-1.4721	18.36	-3.59	-39.72	82.47	-0.53	down
64.42	-0.0197	0.3673	-0.9425	20.36	-5.02	-41.00	82.50	-8.32	down
64.44	0.1731	-0.3862	-0.4251	19.76	-4.78	-39.97	82.48	-10.95	down
64.46	-0.0549	-0.5900	0.3360	18.58	-4.78	-39.11	82.54	-0.28	down
64.48	-0.2361	0.6503	1.4081	19.18	-6.03	-39.69	82.51	-9.18	down
64.50	0.0342	0.0937	1.9685	20.32	-4.89	-39.02	82.51	-11.87	down
64.52	-0.3788	0.1363	2.5027	19.14	-3.94	-38.74	82.49	-10.48	down
64.54	0.1618	-0.0615	3.0786	20.26	-3.53	-39.34	82.54	-6.57	down
64.56	-0.2811	0.1397	3.4712	21.73	-6.15	-40.71	82.58	-6.86	down
64.58	0.2755	-0.4543	3.2796	20.17	-6.52	-40.34	82.66	-9.51	down
64.60	-0.1015	-0.2523	3.3707	18.55	-4.94	-38.07	82.67	-8.46	down
64.62	0.3188	0.0315	3.4298	19.15	-3.89	-39.69	82.53	-6.84	down
64.64	-0.3368	-0.6813	2.6442	19.71	-4.64	-39.82	82.52	-3.03	down
64.66	-0.2033	-0.0908	2.3952	19.65	-4.32	-40.86	82.61	-6.00	down
64.68	0.1143	-0.1092	1.5358	20.15	-6.36	-40.09	82.60	-8.69	down
64.70	0.3511	-0.0908	0.9523	20.31	-5.57	-39.28	82.51	-7.69	down
64.72	0.5000	-0.1653	0.2526	21.73	-7.20	-39.99	82.55	-4.69	down
64.74	0.0124	-0.2988	-0.5878	20.00	-5.14	-40.52	82.58	-1.96	down
64.76	0.5513	-0.5466	-1.3139	18.85	-7.16	-40.29	82.56	-10.31	down
64.78	-0.0869	0.0434	-2.3005	21.15	-3.67	-38.81	82.55	-3.66	down
64.80	0.3296	-0.0900	-2.5297	21.26	-3.45	-39.33	82.52	-7.94	down
64.82	-0.2827	-0.4126	-3.2563	20.23	-4.86	-39.47	82.56	-11.87	down
64.84	0.1261	0.0188	-3.3618	19.75	-6.51	-39.56	82.57	-12.47	down
64.86	-0.7025	-0.0885	-3.4610	20.62	-4.62	-41.18	82.52	-3.00	down
64.88	-0.3365	-0.1383	-3.3477	19.79	-3.14	-39.73	82.53	-2.64	down
64.90	0.1400	-0.6471	-3.1164	17.94	-4.52	-38.93	82.50	-8.71	down
64.92	-0.3937	0.2048	-2.8786	20.56	-3.82	-40.26	82.58	-7.64	down
64.94	0.1281	-0.3699	-2.3994	20.89	-5.49	-39.02	82.64	-12.35	down
64.96	0.2719	0.0190	-1.3991	21.44	-5.87	-39.45	82.64	-4.71	down
64.98	-0.1504	-0.2425	-0.7571	19.27	-5.07	-39.17	82.66	-7.09	down
65.00	-0.2907	-0.1166	0.1724	20.23	-6.93	-39.95	82.72	-11.66	down
65.02	-0.1423	0.3457	0.7782	20.25	-2.74	-39.11	82.72	-6.39	down
65.04	-0.2897	0.1595	1.3191	20.09	-4.86	-41.46	82.76	-11.17	down
65.06	-0.0304	0.3390	2.3418	20.11	-4.13	-39.97	82.85	-5.33	down
65.08	0.0306	0.0991	2.6965	20.04	-5.46	-39.29	82.83	-10.25	down
65.10	-0.0918	0.1188	3.2182	20.21	-6.54	-39.70	82.92	-5.99	down
65.12	0.5023	-0.5343	3.3233	20.74	-3.57	-38.90	83.00	-8.96	down
65.14	-0.2158	-0.0953	3.7464	21.22	-6.12	-40.16	83.02	-14.10	down
65.16	0.4174	-0.0675	3.2692	19.24	-4.65	-40.55	83.01	-4.01	down
65.18	-0.3124	0.3671	3.0778	19.83	-4.56	-41.64	83.03	-3.85	down
65.20	0.0218	-0.1519	2.7129	19.58	-4.93	-40.27	83.03	-8.57	down
65.22	0.3549	0.0795	1.9639	19.43	-5.78	-39.48	83.00	-6.18	down
65.24	0.3394	0.0677	1.4999	18.38	-5.15	-39.24	83.04	-5.69	down
65.26	-0.1261	0.3473	0.9408	20.02	-5.95	-41.40	83.00	-5.59	down
65.28	0.1665	-0.0401	-0.1615	20.48	-4.19	-38.82	82.99	-1.82	down
65.30	0.1264	0.2483	-0.8111	19.84	-4.43	-40.97	82.98	-5.75	down
65.32	-0.1620	-0.5115	-2.0209	19.99	-5.02	-40.12	82.92	-8.07	down
65.34	0.1848	-0.4842	-2.2705	20.42	-5.57	-40.57	82.96	-5.72	down
65.36	0.5587	-0.6850	-2.8524	21.41	-2.89	-39.58	82.96	-8.29	down
65.38	0.1415	0.2358	-3.3261	19.58	-6.30	-39.91	83.04	-10.20	down
65.40	0.1699	0.2021	-3.2758	18.83	-6.54	-39.32	83.04	-3.34	down
65.42	0.2016	0.2690	-3.5464	19.91	-5.08	-38.16	83.02	-5.40	down
65.44	-0.4383	-0.2032	-3.4055	21.88	-5.26	-39.60	82.99	-12.58	down
65.46	0.1381	-0.1691	-3.1446	18.84	-3.90	-40.58	83.00	-9.05	down
65.48	-0.3050	-0.0363	-2.9274	20.65	-4.35	-39.54	83.01	-4.73	down
65.50	-0.1770	0.4331	-2.2270	21.16	-4.97	-38.05	83.06	-11.69	down
65.52	0.6486	0.5081	-1.2256	17.63	-4.50	-39.34	83.07	-9.26	down
65.54	-0.0760	0.2381	-0.9291	20.41	-4.52	-39.05	83.19	0.98	down
65.56	-0.2221	0.0993	0.0609	20.60	-2.90	-41.59	83.22	-7.99	down
65.58	0.3458	0.4006	0.8954	19.73	-4.75	-39.61	83.18	-3.75	down
65.60	-0.2843	-0.0768	1.9477	19.35	-5.68	-40.27	83.13	-2.50	down
65.62	-0.1342	-0.1173	2.4463	19.41	-4.80	-40.68	83.17	-9.73	down
65.64	0.3747	-0.0387	2.7736	19.67	-7.62	-40.02	83.13	-6.20	down
65.66	0.0128	-0.2936	3.4334	19.70	-5.03	-39.89	83.17	-0.82	down
65.68	-0.4685	-0.0525	3.3423	19.51	-3.91	-40.62	83.22	-5.62	down
65.70	0.1632	-0.3352	3.6445	19.66	-4.40	-39.81	83.28	0.10	down
65.72	-0.1189	0.3075	3.1510	21.19	-4.70	-40.17	83.25	-8.91	down
65.74	0.4620	0.1631	3.2066	18.79	-4.35	-39.30	83.30	-1.61	down
65.76	-0.1819	0.4289	2.5204	18.25	-3.90	-39.77	83.33	-6.95	down
65.78	0.3154	-0.4888	1.8312	21.21	-3.57	-39.62	83.31	-7.98	down
65.80	0.5327	0.5705	1.2559	19.81	-4.55	-39.02	83.31	-5.08	down
65.82	-0.2553	-0.4717	0.5674	19.61	-5.32	-39.45	83.34	-7.33	down
65.84	-0.0580	-0.3595	-0.3379	19.89	-7.31	-40.01	83.32	-7.25	down
65.86	0.1166	-0.1862	-0.9566	20.21	-4.02	-42.09	83.34	-5.54	down
65.88	-0.2572	0.3923	-1.8501	19.48	-4.48	-39.49	83.42	-12.42	down
65.90	0.0811	0.0677	-2.3029	20.51	-4.85	-40.91	83.48	-9.40	down
65.92	-0.0675	-0.0731	-2.8408	19.04	-5.69	-40.09	83.49	-4.83	down
65.94	-0.0735	-0.2378	-3.2793	19.70	-4.03	-39.63	83.52	-4.03	down
65.96	0.0147	-0.4128	-3.5328	17.79	-5.26	-38.67	83.50	-5.93	down
65.98	0.0214	0.3398	-3.4637	21.17	-5.03	-38.16	83.48	-6.17	down
66.00	0.0492	0.2396	-3.2462	19.82	-5.06	-40.92	83.42	-5.79	down
66.02	-0.1796	0.4057	-2.6921	20.67	-4.55	-41.32	83.44	-4.13	down
66.04	-0.1666	0.1190	-2.3802	20.48	-6.15	-39.67	83.48	-11.28	down
66.06	-0.0356	-0.7926	-1.7660	20.55	-4.44	-39.76	83.49	-8.53	down
66.08	-0.0134	-0.3734	-0.7430	19.99	-5.72	-41.20	83.45	-7.22	down
66.10	-0.1317	0.1395	-0.3613	20.39	-5.69	-40.02	83.47	-6.41	down
66.12	0.0972	-0.1109	0.4240	19.04	-4.11	-39.40	83.54	-13.33	down
66.14	-0.5444	-0.1677	1.2289	18.83	-6.00	-41.23	83.60	-10.77	down
66.16	-0.2191	-0.3310	1.6868	19.90	-4.12	-40.99	83.61	-7.05	down
66.18	-0.0840	0.2843	2.3927	19.32	-4.90	-40.64	83.72	-3.96	down
66.20	-0.2568	0.1369	2.8792	21.43	-6.65	-40.21	83.86	-8.26	down
66.22	0.4888	0.1504	3.3976	20.38	-3.64	-39.31	83.85	-9.00	down
66.24	0.0057	-0.1901	3.4515	19.28	-4.69	-40.33	83.85	-5.41	down
66.26	0.0530	0.0529	3.4984	19.73	-4.61	-39.94	83.89	-7.98	down
66.28	-0.1450	-0.4013	3.4636	20.13	-3.99	-37.75	83.85	-4.36	down
66.30	-0.0047	-0.0389	3.0846	19.93	-3.50	-40.96	83.91	-7.66	down
66.32	-0.3646	-0.7584	2.4350	20.27	-4.80	-40.65	83.92	-10.35	down
66.34	-0.0509	-0.4704	1.7376	20.07	-4.38	-39.32	83.95	-2.74	down
66.36	-0.2811	-0.0967	1.2936	18.61	-4.63	-39.01	83.93	-3.29	down
66.38	-0.0832	0.7125	0.4673	17.85	-5.34	-39.59	83.90	-9.87	down
66.40	-0.7680	-0.5402	-0.6796	19.63	-6.58	-38.19	83.81	-5.81	down
66.42	-0.3384	-0.3731	-1.2532	20.56	-4.79	-39.68	83.89	-7.98	down
66.44	0.4392	0.0650	-1.8876	19.64	-3.62	-41.98	83.95	-5.14	down
66.46	0.2491	0.5308	-2.4043	21.24	-4.42	-39.90	83.99	-9.63	down
66.48	0.3957	0.0607	-2.8648	19.95	-6.07	-40.57	84.02	-4.38	down
66.50	0.4163	0.2106	-3.2861	21.36	-3.90	-38.62	83.92	-3.42	down
66.52	0.2019	-0.1013	-3.3987	21.15	-5.31	-39.04	83.89	-9.84	down
66.54	-0.1359	-0.1532	-3.4570	21.05	-7.09	-41.59	83.88	-6.80	down
66.56	-0.3112	0.0247	-3.3712	18.80	-3.98	-38.65	83.84	-3.35	down
66.58	0.3440	-0.1975	-2.9463	20.02	-5.95	-39.06	83.76	-10.00	down
66.60	0.0194	0.2173	-2.3931	21.22	-3.22	-40.32	83.73	-9.01	down
66.62	0.7482	-0.4819	-1.7679	20.27	-3.85	-40.08	83.74	-5.01	down
66.64	-0.1095	0.2670	-1.3225	20.55	-5.23	-38.61	83.75	-7.48	down
66.66	0.5919	0.0118	-0.3233	18.61	-4.54	-41.97	83.80	-11.73	down
66.68	-0.0470	-0.0644	0.5342	21.92	-2.58	-39.55	83.92	-7.96	down
66.70	0.4008	-0.4929	1.2462	19.21	-4.00	-38.91	83.96	-1.76	down
66.72	0.5090	-0.2939	1.9484	18.01	-4.76	-40.09	83.96	-0.81	down
66.74	-0.3069	0.3596	2.6545	19.65	-2.11	-39.35	84.06	-8.91	down
66.76	-0.1455	-0.0626	2.8838	17.55	-4.88	-39.90	83.99	-9.74	down
66.78	-0.3099	0.0835	3.1106	18.91	-4.42	-40.78	83.90	-8.37	down
66.80	-0.3690	-0.2639	3.4409	22.56	-5.94	-40.81	83.86	-1.59	down
66.82	0.2001	-0.0087	3.5680	19.62	-6.67	-39.29	83.91	-4.47	down
66.84	-0.0590	-0.4116	3.4909	18.57	-5.29	-40.64	83.93	-2.61	down
66.86	0.0157	0.0300	2.9745	20.03	-4.96	-41.52	83.88	-4.00	down
66.88	0.1669	0.1112	2.1108	19.10	-4.67	-39.88	83.86	-10.96	down
66.90	-0.5572	0.0962	1.6513	20.86	-6.42	-40.51	83.81	-9.85	down
66.92	0.3860	-0.2711	0.9938	19.11	-4.34	-41.20	83.75	-9.09	down
66.94	-0.1047	-0.1026	0.2025	20.27	-5.83	-39.93	83.84	-8.57	down
